"name","brewery_type","address","address2","phone","website","pull_date"
"8one8 Brewing Company","Type: Micro","8951 de Soto Ave ","Canoga Park, CA 91304-5901 | Map","Phone: (818) 835-2286","www.818brewing.com",2018-10-30
"8th Street Ale Haus","Type: Brewpub","1132 N 8th St ","Sheboygan, WI 53081-3402 | Map","Phone: (920) 208-7540","www.sheboyganalehaus.com",2018-10-30
"8th Ward Brewing Company","Type: Planning"," ","Poughkeepsie, NY 12603-3401",NA,NA,2018-10-30
"8th Wonder Brewery","Type: Micro","2202 Dallas St ","Houston, TX 77003-3519 | Map","Phone: (713) 397-0072","www.8thwonderbrew.com",2018-10-30
"903 Brewers","Type: Micro","1718 S Elm St ","Sherman, TX 75090-8725 | Map","Phone: (214) 243-8090","www.903brewers.com",2018-10-30
"927 Beer Company","Type: Micro","821 Cornwall St ","Cambria, CA 93428-2434 | Map","Phone: (805) 203-5265","www.cambriabeerco.com",2018-10-30
"940 South 3rd Street, LLC","Type: Planning"," ",",  ","Phone: (502) 896-8459","robbrshrader@bellsouth.net",2018-10-30
"95ate5 Brewpub","Type: Brewpub","9585 N Industrial Dr ","Saint John, IN 46373 | Map","Phone: (219) 365-6506","www.95ate5.com",2018-10-30
"9th Hour Brewing Company LLC","Type: Planning"," ","Spring Grove, IL 60081-9459",NA,NA,2018-10-30
"A Few Old Goats Brewing","Type: Micro","515 8th St SW Ste 228 ","Roanoke, VA 24016 | Map","Phone: (540) 339-9562",NA,2018-10-30
"A Homestead Brew","Type: Micro","26685 486th Ave ","Valley Springs, SD 57068 | Map","Phone: (605) 553-5015","www.ahomesteadbrew.com",2018-10-30
"A Little Madness Brewing Company","Type: Planning"," ","Pensacola, FL 32514-8122","Phone: (724) 875-8622","www.ALittleMadnessBrewingCompany.com",2018-10-30
"Aardwolf Brewing Company","Type: Micro","1461 Hendricks Ave ","Jacksonville, FL 32207-8622 | Map","Phone: (904) 301-0755","www.aardwolfbrewing.com",2018-10-30
"Abandon Brewing","Type: Micro","2994 Merritt Hill Rd ","Penn Yan, NY 14527-8938 | Map","Phone: (585) 209-3276","www.abandonbrewing.com",2018-10-30
"Abandoned Building Brewery","Type: Micro","142 Pleasant St Unit 103A ","Easthampton, MA 01027-2805 | Map","Phone: (413) 282-7062","www.abandonedbuildingbrewery.com",2018-10-30
"Abbey Brewing Co","Type: Contract","1115 16th St ","Miami Beach, FL 33139-2441 | Map","Phone: (305) 538-8110",NA,2018-10-30
"Abbey Brewing Company, LLC","Type: Micro","215 W. Alicante Rd ","Santa Fe, NM 87505 | Map","Phone: (505) 670-6802","www.abbeybrewing.biz",2018-10-30
"Aberrant Ales","Type: Brewpub","219 W Grand River Ave ","Howell, MI 48843 | Map","Phone: (517) 518-8699","www.aberrantales.com",2018-10-30
"Abide Brewing Company","Type: Micro","110 Werz Industrial Blvd Ste 130 ","Newnan, GA 30263-5802 | Map","Phone: (678) 972-6747","www.abidebrewing.com",2018-10-30
"Abita Brewing Co","Type: Regional","166 Barbee Rd ","Covington, LA 70433-8651 | Map","Phone: (985) 893-3143","www.abita.com",2018-10-30
"Abjuration Brewing","Type: Micro","644 Broadway Ave ","Mc Kees Rocks, PA 15136-3008 | Map","Phone: (412) 766-1668","www.abjurationbrewing.com",2018-10-30
"Able Baker Brewing","Type: Micro","1051 Mary Crest Rd #K ","Henderson, NV 89104 | Map","Phone: (702) 581-7742","www.ablebakerbrewing.com",2018-10-30
"Able Ebenezer Brewing Company","Type: Micro","31 Columbia Cir ","Merrimack, NH 03054-4161 | Map","Phone: (844) 223-2253","www.ableebenezer.com",2018-10-30
"Able Seedhouse and Brewery","Type: Micro","1121 Quincy St NE ","Minneapolis, MN 55413-2773 | Map","Phone: (612) 405-4642","www.ablebeer.com",2018-10-30
"Abner's Restaurant Inc / Northern Michigan Beer","Type: Brewpub","7528 N Woodbridge (M37) ","Brohman, MI 49312 | Map","Phone: (231) 689-2295",NA,2018-10-30
"Abnormal Beer Company","Type: Micro","16990 Via Tazon Ste 123 ","San Diego, CA 92127-1649 | Map","Phone: (858) 618-2463","abnormalbeer.co",2018-10-30
"Abolitionist Ale Works","Type: Brewpub","129 W Washington St ","Charles Town, WV 25414-1529 | Map","Phone: (681) 252-1548","www.abolitionistaleworks.com",2018-10-30
"Abridged Beer Company","Type: Brewpub","100 Lockett Rd ","Knoxville, TN 37919-4807 | Map","Phone: (865) 898-9438","www.abridgedbeer.com",2018-10-30
"Absolution Brewing Co","Type: Micro","2878 Columbia St ","Torrance, CA 90503-3808 | Map","Phone: (310) 490-4860","www.absolutionbrewingcompany.com",2018-10-30
"Absolution By the Sea","Type: Brewpub","7536 Fay Ave ","La Jolla, CA 92037-4839 | Map","Phone: (619) 202-4152",NA,2018-10-30
"Accidental Brewing","Type: Planning"," ",",  ","Phone: (507) 993-6444",NA,2018-10-30
"Accomplice Beer Company","Type: Brewpub","115 W 15th St ","Cheyenne, WY 82001-4564 | Map","Phone: (307) 632-2337","www.accomplicebeer.com",2018-10-30
"Acidulous Brewing Company","Type: Contract","6712 S Independence St ","Littleton, CO 80128-4046 | Map","Phone: (303) 995-2895",NA,2018-10-30
"Acopon Brewing Co","Type: Micro","211 W Mercer St ","Dripping Springs, TX 78620-5363 | Map","Phone: (512) 829-4723","www.acoponbrewing.com",2018-10-30
"Acoustic Ales Brewing Experiment","Type: Planning"," ","San Diego, CA 92110-2006","Phone: (619) 299-2537","www.acousticales.com",2018-10-30
"Actual Brewing Company, LLC","Type: Micro","655 N James Rd ","Columbus, OH 43219-1837 | Map","Phone: (614) 636-3825","wwww.actualbeer.com",2018-10-30
"Adam's Northwest Bistro / Twin Rivers Brewing","Type: Brewpub","104 N Lewis St ","Monroe, WA 98272-1502 | Map","Phone: (360) 794-4056","www.adamsnwbistro.com",2018-10-30
"Adams Street Brewery","Type: Planning"," ","Chicago, IL 60603-5502","Phone: (312) 427-3170","www.adamsstreetbrewery.com",2018-10-30
"Adelbert's Brewery LLC","Type: Micro","2314 Rutland Dr Ste 100 ","Austin, TX 78758-5273 | Map","Phone: (512) 662-1462","www.adelbertsbeer.com",2018-10-30
"Adirondack Pub and Brewery","Type: Micro","33 Canada St ","Lake George, NY 12845-1603 | Map","Phone: (518) 668-0002","www.adkpub.com",2018-10-30
"Adirondack Toboggan Company Microbrewery","Type: Micro","202A W Main St ","Gouverneur, NY 13642-1334 | Map","Phone: (315) 771-6313","www.adktoboggan.net",2018-10-30
"AdMerk Corp. Inc.","Type: Contract","20 F St NW ","Washington, DC 20001-6700 | Map","Phone: (617) 202-8069","www.paugustin.com",2018-10-30
"Adobe Creek Brewing Company","Type: Micro","67 Galli Dr Ste E ","Novato, CA 94949-5718 | Map","Phone: (415) 506-4565","www.adobecreekbrewing.com",2018-10-30
"Adroit Theory Brewing Company","Type: Micro","404 Browning Ct Unit C ","Purcellville, VA 20132-6171 | Map","Phone: (703) 434-0553","www.adroit-theory.com",2018-10-30
"Adventure Brewing Co","Type: Micro","33 Perchwood Dr Ste 101 ","Fredericksburg, VA 22405-4552 | Map","Phone: (540) 242-8876","www.adventurebrewing.com",2018-10-30
"Adventure South","Type: Brewpub","3300 Dill Smith Dr ","Fredericksburg, VA 22408-7319 | Map","Phone: (540) 371-7799","www.adventurebrewing.com",2018-10-30
"Adventurous Brewing","Type: Micro","2338 Oak St ","Bettendorf, IA 52722 | Map","Phone: (309) 631-7709",NA,2018-10-30
"Aero Craft Brewing","Type: Planning"," ","Denver, CO 80212-2199","Phone: (303) 918-5446","www.aerocraft.beer",2018-10-30
"Aero Plains Brewing","Type: Micro","117 N Handley St ","Wichita, KS 67203-6114 | Map","Phone: (316) 448-2811","www.aeroplainsbrewing.com",2018-10-30
"Aeronaut Brewing Company","Type: Micro","14 Tyler St ","Somerville, MA 02143-3224 | Map","Phone: (617) 987-4236","www.aeronautbrewing.com",2018-10-30
"Aftershock Brewing Co","Type: Micro","28822 Old Town Front St Ste 107 ","Temecula, CA 92590-2893 | Map","Phone: (951) 972-2256","www.aftershockbrewingco.com",2018-10-30
"Afterthought Brewing Company","Type: Micro","844 N Ridge Ave ","Lombard, IL 60148-1215 | Map","Phone: (630) 301-1615","afterthoughtbrewing.com",2018-10-30
"Against the Grain Brewery","Type: Micro","401 E Main St ","Louisville, KY 40202-1110 | Map","Phone: (502) 515-0174","atgbrewery.com",2018-10-30
"Against the Grain Production Facility","Type: Micro","1800 Northwestern Pkwy ","Louisville, KY 40203 | Map",NA,NA,2018-10-30
"Agape Beer Company LLC","Type: Planning"," ","Gloucester, MA 01930","Phone: (978) 761-5959","www.agapebeer.org",2018-10-30
"Agile Brewing","Type: Planning"," ",",  ","Phone: (225) 772-0197","www.agile.beer",2018-10-30
"Agonic Brewing Company LLC","Type: Planning"," ","Rice Lake, WI 54868-8786","Phone: (715) 308-9283","www.agonicbrewing.com",2018-10-30
"Agrarian Ales, LLC","Type: Micro","31115 W Crossroads Ln ","Eugene, OR 97408-9220 | Map","Phone: (541) 632-3803","www.agales.com",2018-10-30
"Ahnapee Brewery","Type: Micro","N9153 Cherry Tree Rd Apt 4 ","Algoma, WI 54201-9501 | Map","Phone: (920) 217-8527","www.ahnapeebrewery.com",2018-10-30
"Aigean Ales","Type: Micro","250 Commercial St Ste 2001 ","Manchester, NH 03101-1165 | Map","Phone: (603) 518-8550",NA,2018-10-30
"Aiken Brewing Co","Type: Brewpub","140 Laurens St SW ","Aiken, SC 29801-3848 | Map","Phone: (803) 502-0707","www.aikenbrewingcompany.com",2018-10-30
"Airline Brewing Company","Type: Micro","22 Mill Ln ","Amherst, ME 04428 | Map","Phone: (207) 584-2337","www.abcmaine.beer",2018-10-30
"Airways Brewing Co","Type: Micro","8611 S 212th St ","Kent, WA 98031-1910 | Map","Phone: (253) 200-1707","www.airwaysbrewing.com",2018-10-30
"Aistear Brewing","Type: Planning"," ","Bowling Green, OH 43402","Phone: (419) 606-3478","https://facebook.com/aistearbrewing/",2018-10-30
"Akademia Brewing Company","Type: Brewpub","150 Crane Dr ","Athens, GA 30606-0600 | Map","Phone: (706) 461-3208","www.AkademiaBC.com",2018-10-30
"Akasha Brewing Company","Type: Micro","909 E Market St Ste 700 ","Louisville, KY 40206-1688 | Map","Phone: (502) 742-7770","www.akashabrewing.com",2018-10-30
"Akronym Brewing LLC","Type: Micro","58 E Market St ","Akron, OH 4430 | Map","Phone: (330) 620-8274","www.akronymbrewing.com",2018-10-30
"Akwesasne Mohawk Casino Resort","Type: Planning"," ","Akwesasne, NY 13655-1800","Phone: (518) 358-2222","mohawkcasino.com",2018-10-30
"Alafia Brewing Company, LLC","Type: Planning"," ",",  ","Phone: (813) 468-0534",NA,2018-10-30
"Alameda Brewing Co","Type: Micro","4765 NE Fremont St ","Portland, OR 97213-1724 | Map","Phone: (503) 460-9025","www.alamedabrewing.com",2018-10-30
"Alameda Brewing Co","Type: Micro","4736 SE 24th Ave ","Portland, OR 97202-4787 | Map","Phone: (503) 460-9025",NA,2018-10-30
"Alameda Island Brewing Company","Type: Micro","1716 Park St ","Alameda, CA 94501-1416 | Map","Phone: (510) 217–8885","www.alamedaislandbrewingcompany.com",2018-10-30
"Alamo Beer Co","Type: Micro","415 Burnet St ","San Antonio, TX 78202-1909 | Map","Phone: (210) 872-5589","www.alamobeer.com",2018-10-30
"Alarmist Brewing Co","Type: Micro","4055 W Peterson Ave Ste REAR ","Chicago, IL 60646-6072 | Map","Phone: (773) 988-2536","alarmistbrewing.com",2018-10-30
"Alaro Craft Brewery","Type: Brewpub","2004 Capitol Ave ","Sacramento, CA 95811 | Map","Phone: (916) 436-7711","www.alarobrewing.com",2018-10-30
"Alaskan Brewing Co.","Type: Regional","5429 Shaune Dr ","Juneau, AK 99801-9540 | Map","Phone: (907) 780-5866","www.alaskanbeer.com",2018-10-30
"Albia Brewing Co","Type: Brewpub","11 Benton Ave E ","Albia, IA 52531-2032 | Map","Phone: (641) 932-4085","www.albiabrewingcompany.blogspot.com",2018-10-30
"Albion Malleable Brewing Company","Type: Brewpub","420 S Superior St ","Albion, MI 49224 | Map","Phone: (517) 343-2202","www.albionmalleable.com",2018-10-30
"Albright Grove Brewing Company","Type: Planning"," ","Townsend, TN 37882","Phone: (865) 604-9898",NA,2018-10-30
"Alcatraz Brewing","Type: Micro","20 Ocean Vista Ln ","Palm Coast, FL 32137-2743 | Map","Phone: (386) 627-8909","www.alcatraz.beer",2018-10-30
"Alcazar Brewery, LLC.","Type: Planning"," ","Rio Grande City, TX 78582-4450",NA,NA,2018-10-30
"Alchemist Cannery","Type: Regional","35 Crossroad ","Waterbury, VT 05676-9003 | Map","Phone: (802) 244-7744","www.alchemistbeer.com",2018-10-30
"Aldus Brewing Company","Type: Micro","555 Centennial Ave ","Hanover, PA 17331-3936 | Map","Phone: (717) 634-2407","www.aldusbrewing.com",2018-10-30
"Ale Asylum","Type: Regional","2002 Pankratz St ","Madison, WI 53704-4024 | Map","Phone: (608) 663-3926","www.aleasylum.com",2018-10-30
"Ale House Brewing Co","Type: Micro"," ","San Jose, CA 95118-1605","Phone: (408) 390-7574",NA,2018-10-30
"Ale Industries","Type: Micro","3096 E 10th St ","Oakland, CA 94601-2960 | Map","Phone: (925) 470-5280","www.aleindustries.com",2018-10-30
"Ale Republic","Type: Micro","28 Arroyo Seco ","Cedar Crest, NM 87008 | Map","Phone: (505) 281-2828","www.alerepublic.com",2018-10-30
"Ale Spike","Type: Micro","9300 271st St NW, Ste B-5 ","Stanwood, WA 98292 | Map",NA,"www.alespike.com",2018-10-30
"Aleman Brewing","Type: Micro","3304 N Knox Ave ","Chicago, IL 60641-4434 | Map","Phone: (812) 340-4198","www.alemanchicago.com",2018-10-30
"Alematic Artisan Ales","Type: Planning"," ","Huber Heights, OH 45424-3857","Phone: (937) 612-2337","www.alematicbrewing.com",2018-10-30
"Alesatian Brewing Co.","Type: Brewpub","21 N Loudoun St ","Winchester, VA 22601-4715 | Map","Phone: (540) 667-2743","www.alesatianbrewing.com",2018-10-30
"AleSmith Brewing Co","Type: Regional","9990 Alesmith Ct ","San Diego, CA 92126-4200 | Map","Phone: (858) 549-9888","www.alesmith.com",2018-10-30
"Alesong Brewing and Blending","Type: Micro","1000 Conger St Ste C ","Eugene, OR 97402-2950 | Map","Phone: (541) 972-3303","www.alesongbrewing.com",2018-10-30
"Alesong Brewing and Tasting Room","Type: Micro","1000 Conger Unit C ","Eugene, OR 97402 | Map","Phone: (541) 972-3303","www.alesongbrewing.com",2018-10-30
"Alewerks Brewing Company","Type: Micro","197 Ewell Rd ","Williamsburg, VA 23188-2185 | Map","Phone: (757) 220-3670","www.alewerks.com",2018-10-30
"Alewife Brewing Company","Type: Brewpub","514 51st Ave ","Long Island City, NY 11101-5879 | Map","Phone: (718) 937-7494","www.alewife.beer",2018-10-30
"Alexandria Brewing Company","Type: Micro","7926 Alexandria Pike Ste 1 ","Alexandria, KY 41001-1454 | Map","Phone: (859) 694-6999","www.alexandriabrewingcompany.com",2018-10-30
"Alibi Ale Works","Type: Micro","204 E Enterprise St ","Incline Village, NV 89451-9456 | Map","Phone: (775) 298-7001","www.alibialeworks.com",2018-10-30
"Alibi Ale Works - Truckee","Type: Brewpub","10069 Bridge St ","Truckee, CA 96161-6392 | Map","Phone: (530) 536-5029",NA,2018-10-30
"Alien Brewpub","Type: Brewpub","6601 Uptown Blvd NE Ste B ","Albuquerque, NM 87110-4207 | Map","Phone: (505) 884-1116","www.abqbrewpub.com",2018-10-30
"Align Brewing Co","Type: Micro","8680 Miralani Dr ","San Diego, CA 92126-6300 | Map",NA,"www.facebook.com/alignbrewing",2018-10-30
"All City Brew Co.","Type: Planning"," ",",  ","Phone: (917) 771-9745","www.allcitybrewco.com",2018-10-30
"All Good Brewing Co.","Type: Planning"," ",",  ",NA,NA,2018-10-30
"All Rise Brewing Co","Type: Brewpub","235 N Ashland Ave ","Chicago, IL 60607-1401 | Map","Phone: (312) 226-6300","www.allrisebrewing.com",2018-10-30
"All Saints Brewing Co","Type: Micro","1602 State Route 119 ","Greensburg, PA 15601-7317 | Map","Phone: (724) 289-1202","www.allsaintscraftbrewing.com",2018-10-30
"All Sevens Brewing","Type: Brewpub","777 Haywood Rd ","Asheville, NC 28806 | Map","Phone: (828) 225-9782","www.allsevensavl.com",2018-10-30
"Allagash Brewing Co","Type: Regional","50 Industrial Way ","Portland, ME 04103-1270 | Map","Phone: (207) 878-5385","www.allagash.com",2018-10-30
"All-American Ale Works","Type: Micro","5120 E La Palma Ave Ste 103 ","Anaheim, CA 92807-2082 | Map","Phone: (951) 741-2771","www.all-americanaleworks.com",2018-10-30
"Allegheny City Brewing","Type: Micro","507 Foreland St ","Pittsburgh, PA 15212-4910 | Map","Phone: (412) 904-3732","www.alleghenycitybrewing.com",2018-10-30
"Allegory Brewing","Type: Micro","777 NE 4th St ","McMinnville, OR 97128-4502 | Map","Phone: (971) 373-1253","www.allegorybrewing.com",2018-10-30
"Allentown Brew Works","Type: Brewpub","812 Hamilton St ","Allentown, PA 18101-2437 | Map","Phone: (610) 433-7777","www.thebrewworks.com",2018-10-30
"Alliance Brewing Company","Type: Micro","1130 Sevier Ave ","Knoxville, TN 37920 | Map","Phone: (865) 247-5355","www.alliancebrewing.com",2018-10-30
"Alligator Brewing / Tall Paul's Brewhouse","Type: Micro","10 SE 2nd Ave ","Gainesville, FL 32601-6232 | Map","Phone: (352) 505-0990",NA,2018-10-30
"Alloy Brewing Company","Type: Micro","2700 Coon Rapids Blvd NW ","Coon Rapids, MN 55433-3955 | Map","Phone: 763-423-0939","www.alloybrewingcompany.com",2018-10-30
"Alltech's Lexington Brewing","Type: Regional","475 Angliana Ave ","Lexington, KY 40508-3134 | Map","Phone: (859) 255-2337","www.Kentuckyale.com",2018-10-30
"Alluvial Brewing Company","Type: Micro","3715 W 190th St ","Ames, IA 50014-9316 | Map","Phone: 515337118","www.alluvialbrewing.com",2018-10-30
"Alma Brewing Co","Type: Brewpub","208 E Superior St ","Alma, MI 48801-1819 | Map","Phone: (989) 462-0208","www.almabrewing.com",2018-10-30
"Alma Mader Brewing","Type: Planning"," ","Kansas City, MO 64141-0801",NA,NA,2018-10-30
"Almanac Beer Company","Type: Micro","651B W Tower Ave ","Alameda, CA 94501-5047 | Map","Phone: (415) 932-6531","almanacbeer.com",2018-10-30
"Aloha Beer Co","Type: Brewpub","700 Queen St ","Honolulu, HI 96813-5110 | Map","Phone: (808) 545-5959","www.alohabeer.com",2018-10-30
"Alosta Brewing Co","Type: Micro","692 Arrow Grand Cir ","Covina, CA 91722-2122 | Map","Phone: (909) 455-8707","www.alostabrewing.com",2018-10-30
"Alpenglow Beer Co","Type: Contract"," ","Lafayette, CA 94549-4621",NA,"www.buckwildbrew.com",2018-10-30
"Alpha Acid Brewing Co","Type: Micro","121 Industrial Way Ste 12 ","Belmont, CA 94002-8208 | Map","Phone: (650) 394-4728",NA,2018-10-30
"Alpha Brewing Co.","Type: Micro","4310 Fyler Ave ","Saint Louis, MO 63116 | Map","Phone: (314) 621-2337","www.alphabrewingcompany.com",2018-10-30
"Alpha Michigan Brewing Company","Type: Micro","303 E Center St ","Alpha, MI 49902 | Map","Phone: (920) 358-9551","www.alphamibeer.com",2018-10-30
"Alphabet City Brewing Co","Type: Contract","96 Avenue C Frnt 4 ","New York, NY 10009-7055 | Map","Phone: (914) 356-6809","www.acbnyc.com",2018-10-30
"Alpine Beer Company","Type: Brewpub","6550 Mira Mesa Blvd ","San Diego, CA 92121-4100 | Map","Phone: (619) 445-2337","www.alpinebrewing.com",2018-10-30
"Alpine Brewing Co","Type: Micro","821 14th Ave ","Oroville, WA 98844 | Map","Phone: (509) 476-9662","www.alpine-brewing.com",2018-10-30
"Alpine Dog Brewing Co","Type: Micro","1505 N Ogden St ","Denver, CO 80218-1405 | Map","Phone: (303) 832-1245","www.alpinedogbrewery.com",2018-10-30
"ALT Brew / Greenview Brewing LLC","Type: Brewpub","1808 Wright St ","Madison, WI 53704-2522 | Map","Phone: (608) 352-3373","www.altbrew.com",2018-10-30
"Alta Brewing Company","Type: Micro","1983 Julian Avenue ","San Diego, CA 92113-1125 | Map","Phone: (619) 795-7300","www.altabrewingsd.com",2018-10-30
"Altamont Beer Works","Type: Micro","2402 Research Dr ","Livermore, CA 94550-3850 | Map","Phone: (925) 443-2337","www.altamontbeerworks.com",2018-10-30
"Alter Brewing Company","Type: Micro","2300 Wisconsin Ave Ste 213 ","Downers Grove, IL 60515-2234 | Map","Phone: (630) 541-9558","www.alterbrewing.com",2018-10-30
"Altered Code Brewing","Type: Planning"," ","Fort Collins, CO ",NA,"www.alteredcodebrewing.com",2018-10-30
"Alternation Brewing Company","Type: Micro","1539 S Broadway ","Denver, CO 80210-2607 | Map","Phone: (303) 802-5340","www.alternationbrewing.com",2018-10-30
"Alternative Medicine Brewing Company","Type: Planning"," ",",  ","Phone: (720) 207-5081","alternativemedicine.beer",2018-10-30
"Altitude Brews","Type: Planning"," ",",  ",NA,NA,2018-10-30
"Altitude Chophouse and Brewery","Type: Brewpub","320 S 2nd St ","Laramie, WY 82070-3612 | Map","Phone: (307) 721-4031","www.altitudechophouse.com",2018-10-30
"Altmeyer and Lewis Brewing Company","Type: Micro","15898 N Hwy 123 ","San Marcos, TX 78666-2418 | Map","Phone: (512) 667-9537","www.altmeyerlewisbrewing.com",2018-10-30
"Altruist Brewing Company","Type: Micro","559 Main St Unit 105 ","Sturbridge, MA 01518-1208 | Map","Phone: (774) 241-8022","www.altruistbrewing.com",2018-10-30
