"full_string","pull_date"
"
						9th Hour Brewing Company LLC Spring Grove, IL 60081-9459Type: Planning",2018-08-20
"
						A Few Old Goats Brewing515 8th St SW Ste 228 Roanoke, VA 24016 | MapPhone: (540) 339-9562Type: Micro",2018-08-20
"
						A Homestead Brew26685 486th Ave Valley Springs, SD 57068 | MapPhone: (605) 553-5015Type: Microwww.ahomesteadbrew.com",2018-08-20
"
						A Little Madness Brewing Company Pensacola, FL 32514-8122Type: Planningwww.ALittleMadnessBrewingCompany.com",2018-08-20
"
						Aardwolf Brewing Company1461 Hendricks Ave Jacksonville, FL 32207-8622 | MapPhone: (904) 301-0755Type: Microwww.aardwolfbrewing.com",2018-08-20
"
						Abandon Brewing2994 Merritt Hill Rd Penn Yan, NY 14527-8938 | MapPhone: (585) 209-3276Type: Microwww.abandonbrewing.com",2018-08-20
"
						Abandoned Building Brewery142 Pleasant St Unit 103A Easthampton, MA 01027-2805 | MapPhone: (413) 282-7062Type: Microwww.abandonedbuildingbrewery.com",2018-08-20
"
						Abbey Brewing Co1115 16th St Miami Beach, FL 33139-2441 | MapPhone: (305) 538-8110Type: Contract",2018-08-20
"
						Abbey Brewing Company, LLC215 W. Alicante Rd Santa Fe, NM 87505 | MapPhone: (505) 670-6802Type: Microwww.abbeybrewing.biz",2018-08-20
"
						Aberrant Ales219 W Grand River Ave Howell, MI 48843 | MapPhone: (517) 518-8699Type: Brewpubwww.aberrantales.com",2018-08-20
"
						Abide Brewing Company110 Werz Industrial Blvd Ste 130 Newnan, GA 30263-5802 | MapPhone: (678) 972-6747Type: Microwww.abidebrewing.com",2018-08-20
"
						Abigaile1301 Manhattan Ave Hermosa Beach, CA 90254-3666 | MapPhone: (310) 798-8227Type: Brewpubabigailrestaurant.com",2018-08-20
"
						Abita Brewing Co166 Barbee Rd Covington, LA 70433-8651 | MapPhone: (985) 893-3143Type: Regionalwww.abita.comGreater than 25% ownership by Enjoy Beer, which is a craft brewer.",2018-08-20
"
						Abjuration Brewing644 Broadway Ave Mc Kees Rocks, PA 15136-3008 | MapPhone: (412) 766-1668Type: Microwww.abjurationbrewing.com",2018-08-20
"
						Able Baker Brewing1051 Mary Crest Rd #K Henderson, NV 89104 | MapPhone: (702) 581-7742Type: Microwww.ablebakerbrewing.com",2018-08-20
"
						Able Ebenezer Brewing Company31 Columbia Cir Merrimack, NH 03054-4161 | MapPhone: (844) 223-2253Type: Microwww.ableebenezer.com",2018-08-20
"
						Able Seedhouse and Brewery1121 Quincy St NE Minneapolis, MN 55413-2773 | MapPhone: (612) 405-4642Type: Microwww.ablebeer.com",2018-08-20
"
						Abner's Restaurant Inc / Northern Michigan Beer7528 N Woodbridge (M37) Brohman, MI 49312 | MapPhone: (231) 689-2295Type: Brewpub",2018-08-20
"
						Abnormal Beer Company16990 Via Tazon Ste 123 San Diego, CA 92127-1649 | MapPhone: (858) 618-2463Type: Microabnormalbeer.co",2018-08-20
"
						Abolitionist Ale Works129 W Washington St Charles Town, WV 25414-1529 | MapPhone: (681) 252-1548Type: Brewpubwww.abolitionistaleworks.com",2018-08-20
"
						Abridged Beer Company100 Lockett Rd Knoxville, TN 37919-4807 | MapPhone: (865) 898-9438Type: Brewpubwww.abridgedbeer.com",2018-08-20
"
						Absolution Brewing Co2878 Columbia St Torrance, CA 90503-3808 | MapPhone: (310) 490-4860Type: Microwww.absolutionbrewingcompany.com",2018-08-20
"
						Absolution By the Sea7536 Fay Ave La Jolla, CA 92037-4839 | MapPhone: (619) 202-4152Type: BrewpubGreater than 25% ownership by Absolution Brewing Co, which is a craft brewer.",2018-08-20
"
						Accomplice Beer Company115 W 15th St Cheyenne, WY 82001-4564 | MapPhone: (307) 632-2337Type: Brewpubwww.accomplicebeer.com",2018-08-20
"
						Acidulous Brewing Company6712 S Independence St Littleton, CO 80128-4046 | MapPhone: (303) 995-2895Type: Contract",2018-08-20
"
						Acopon Brewing Co211 W Mercer St Dripping Springs, TX 78620-5363 | MapPhone: (512) 829-4723Type: Microwww.acoponbrewing.com",2018-08-20
"
						Acoustic Ales Brewing Experiment San Diego, CA 92110-2006Phone: (619) 299-2537Type: Planningwww.acousticales.com",2018-08-20
"
						Actual Brewing Company, LLC655 N James Rd Columbus, OH 43219-1837 | MapPhone: (614) 636-3825Type: Microwwww.actualbeer.com",2018-08-20
"
						Adam's Northwest Bistro / Twin Rivers Brewing104 N Lewis St Monroe, WA 98272-1502 | MapPhone: (360) 794-4056Type: Brewpubwww.adamsnwbistro.com",2018-08-20
"
						Adams Street Brewery Chicago, IL 60603-5502Phone: (312) 617-6283Type: Planningwww.adamsstreetbrewery.com",2018-08-20
"
						Adelbert's Brewery LLC2314 Rutland Dr Ste 100 Austin, TX 78758-5273 | MapPhone: (512) 662-1462Type: Microwww.adelbertsbeer.com",2018-08-20
"
						Adirondack Pub and Brewery33 Canada St Lake George, NY 12845-1603 | MapPhone: (518) 668-0002Type: Microwww.adkpub.com",2018-08-20
"
						Adirondack Toboggan Company Microbrewery202A W Main St Gouverneur, NY 13642-1334 | MapPhone: (315) 771-6313Type: Microwww.adktoboggan.net",2018-08-20
"
						AdMerk Corp. Inc.20 F St NW Washington, DC 20001-6700 | MapPhone: (617) 202-8069Type: Contractwww.paugustin.com",2018-08-20
"
						Adobe Creek Brewing Company67 Galli Dr Ste E Novato, CA 94949-5718 | MapPhone: (415) 506-4565Type: Microwww.adobecreekbrewing.com",2018-08-20
"
						Adroit Theory Brewing Company404 Browning Ct Unit C Purcellville, VA 20132-6171 | MapPhone: (703) 434-0553Type: Microwww.adroit-theory.com",2018-08-20
"
						Adventure Brewing Co33 Perchwood Dr Ste 101 Fredericksburg, VA 22405-4552 | MapPhone: (540) 242-8876Type: Microwww.adventurebrewing.com",2018-08-20
"
						Adventure South3300 Dill Smith Dr Fredericksburg, VA 22408-7319 | MapPhone: (540) 371-7799Type: Brewpubwww.adventurebrewing.comGreater than 25% ownership by Adventure Brewing Co, which is a craft brewer.",2018-08-20
"
						Adventurous Brewing2338 Oak St Bettendorf, IA 52722 | MapPhone: (309) 631-7709Type: Micro",2018-08-20
"
						Aero Craft Brewing Denver, CO 80212-2199Phone: (303) 918-5446Type: Planningwww.aerocraft.beer",2018-08-20
"
						Aero Plains Brewing117 N Handley St Wichita, KS 67203-6114 | MapPhone: (316) 448-2811Type: Microwww.aeroplainsbrewing.com",2018-08-20
"
						Aeronaut Brewing Company14 Tyler St Somerville, MA 02143-3224 | MapPhone: (617) 987-4236Type: Microwww.aeronautbrewing.com",2018-08-20
"
						Aftershock Brewing Co28822 Old Town Front St Ste 107 Temecula, CA 92590-2893 | MapPhone: (951) 972-2256Type: Microwww.aftershockbrewingco.com",2018-08-20
"
						Afterthought Brewing Company844 N Ridge Ave Lombard, IL 60148-1215 | MapPhone: (630) 301-1615Type: Microafterthoughtbrewing.com",2018-08-20
"
						Against the Grain Brewery401 E Main St Louisville, KY 40202-1110 | MapPhone: (502) 515-0174Type: Microatgbrewery.com",2018-08-20
"
						Against the Grain Production Facility1800 Northwestern Pkwy Louisville, KY 40203 | MapType: MicroGreater than 25% ownership by Against the Grain Brewery, which is a craft brewer.",2018-08-20
"
						Agile Brewing ,  Phone: (225) 772-0197Type: Planningwww.agile.beer",2018-08-20
"
						Agonic Brewing Company LLC Rice Lake, WI 54868-8786Phone: (715) 308-9283Type: Planningwww.agonicbrewing.com",2018-08-20
"
						Agrarian Ales, LLC31115 W Crossroads Ln Eugene, OR 97408-9220 | MapPhone: (541) 632-3803Type: Microwww.agales.com",2018-08-20
"
						Ahnapee BreweryN9153 Cherry Tree Rd Apt 4 Algoma, WI 54201-9501 | MapPhone: (920) 217-8527Type: Microwww.ahnapeebrewery.com",2018-08-20
"
						Aigean Ales250 Commercial St Ste 2001 Manchester, NH 03101-1165 | MapPhone: (603) 518-8550Type: Micro",2018-08-20
"
						Aiken Brewing Co140 Laurens St SW Aiken, SC 29801-3848 | MapPhone: (803) 502-0707Type: Brewpubwww.aikenbrewingcompany.com",2018-08-20
"
						Airline Brewing Company22 Mill Ln Amherst, ME 04428 | MapPhone: (207) 584-2337Type: Microwww.abcmaine.beer",2018-08-20
"
						Airways Brewing Co8611 S 212th St Kent, WA 98031-1910 | MapPhone: (253) 200-1707Type: Microwww.airwaysbrewing.com",2018-08-20
"
						Aistear Brewing Bowling Green, OH 43402Phone: (419) 606-3478Type: Planninghttps://facebook.com/aistearbrewing/",2018-08-20
"
						Akademia Brewing Company150 Crane Dr Athens, GA 30606-0600 | MapPhone: (706) 461-3208Type: Brewpubwww.AkademiaBC.com",2018-08-20
"
						Akasha Brewing Company909 E Market St Ste 700 Louisville, KY 40206-1688 | MapPhone: (502) 742-7770Type: Microwww.akashabrewing.com",2018-08-20
"
						Akronym Brewing LLC58 E Market St Akron, OH 4430 | MapPhone: (330) 620-8274Type: Microwww.akronymbrewing.com",2018-08-20
"
						Akwesasne Mohawk Casino Resort Akwesasne, NY 13655-1800Phone: (518) 358-2222Type: Planningmohawkcasino.com",2018-08-20
"
						Alafia Brewing Company, LLC ,  Phone: (813) 468-0534Type: Planning",2018-08-20
"
						Alameda Brewing Co4765 NE Fremont St Portland, OR 97213-1724 | MapPhone: (503) 460-9025Type: Microwww.alamedabrewing.com",2018-08-20
"
						Alameda Brewing Co4736 SE 24th Ave Portland, OR 97202-4787 | MapPhone: (503) 460-9025Type: MicroGreater than 25% ownership by Alameda Brewing Co, which is a craft brewer.",2018-08-20
"
						Alameda Island Brewing Company1716 Park St Alameda, CA 94501-1416 | MapPhone: (510) 217–8885Type: Microwww.alamedaislandbrewingcompany.com",2018-08-20
"
						Alamo Beer Co415 Burnet St San Antonio, TX 78202-1909 | MapPhone: (210) 872-5589Type: Microwww.alamobeer.com",2018-08-20
"
						Alarmist Brewing Co4055 W Peterson Ave Ste REAR Chicago, IL 60646-6072 | MapPhone: (773) 988-2536Type: Microalarmistbrewing.com",2018-08-20
"
						Alaro Craft Brewery2004 Capitol Ave Sacramento, CA 95811 | MapPhone: (916) 436-7711Type: Brewpubwww.alarobrewing.com",2018-08-20
"
						Alaskan Brewing Co.5429 Shaune Dr Juneau, AK 99801-9540 | MapPhone: (907) 780-5866Type: Regionalwww.alaskanbeer.com",2018-08-20
"
						Albia Brewing Co11 Benton Ave E Albia, IA 52531-2032 | MapPhone: (641) 932-4085Type: Brewpubwww.albiabrewingcompany.blogspot.com",2018-08-20
"
						Albion Malleable Brewing Company420 S Superior St Albion, MI 49224 | MapPhone: (517) 343-2202Type: Brewpubwww.albionmalleable.com",2018-08-20
"
						Albright Grove Brewing Company Townsend, TN 37882Phone: (865) 604-9898Type: Planning",2018-08-20
"
						Alcatraz Brewing20 Ocean Vista Ln Palm Coast, FL 32137-2743 | MapPhone: (386) 627-8909Type: Microwww.alcatraz.beer",2018-08-20
"
						Alcazar Brewery, LLC. Rio Grande City, TX 78582-4450Type: Planning",2018-08-20
"
						Alchemist Cannery35 Crossroad Waterbury, VT 05676-9003 | MapPhone: (802) 244-7744Type: Regionalwww.alchemistbeer.com",2018-08-20
"
						Aldus Brewing Company555 Centennial Ave Hanover, PA 17331-3936 | MapPhone: (717) 634-2407Type: Microwww.aldusbrewing.com",2018-08-20
"
						Ale Asylum2002 Pankratz St Madison, WI 53704-4024 | MapPhone: (608) 663-3926Type: Regionalwww.aleasylum.com",2018-08-20
"
						Ale House Brewing Co San Jose, CA 95118-1605Phone: (408) 390-7574Type: Micro",2018-08-20
"
						Ale Industries3096 E 10th St Oakland, CA 94601-2960 | MapPhone: (925) 470-5280Type: Microwww.aleindustries.com",2018-08-20
"
						Ale Republic28 Arroyo Seco Cedar Crest, NM 87008 | MapPhone: (505) 281-2828Type: Microwww.alerepublic.com",2018-08-20
"
						Ale Spike9300 271st St NW, Ste B-5 Stanwood, WA 98292 | MapType: Microwww.alespike.com",2018-08-20
"
						Aleman Brewing3304 N Knox Ave Chicago, IL 60641-4434 | MapPhone: (812) 340-4198Type: Microwww.alemanchicago.com",2018-08-20
"
						Alematic Artisan Ales Huber Heights, OH 45424-3857Phone: (937) 612-2337Type: Planningwww.alematicbrewing.com",2018-08-20
"
						Alesatian Brewing Co.21 N Loudoun St Winchester, VA 22601-4715 | MapPhone: (540) 667-2743Type: Brewpubwww.alesatianbrewing.com",2018-08-20
"
						AleSmith Brewing Co9990 Alesmith Ct San Diego, CA 92126-4200 | MapPhone: (858) 549-9888Type: Regionalwww.alesmith.com",2018-08-20
"
						Alesong Brewing and Blending1000 Conger St Ste C Eugene, OR 97402-2950 | MapPhone: (541) 972-3303Type: Microwww.alesongbrewing.com",2018-08-20
"
						Alesong Brewing and Tasting Room1000 Conger Unit C Eugene, OR 97402 | MapPhone: (541) 972-3303Type: Microwww.alesongbrewing.comGreater than 25% ownership by Alesong Brewing and Blending, which is a craft brewer.",2018-08-20
"
						Alewerks Brewing Company197 Ewell Rd Williamsburg, VA 23188-2185 | MapPhone: (757) 220-3670Type: Microwww.alewerks.com",2018-08-20
"
						Alewife Brewing Company514 51st Ave Long Island City, NY 11101-5879 | MapPhone: (718) 937-7494Type: Brewpubwww.alewife.beer",2018-08-20
"
						Alexandria Brewing Company7926 Alexandria Pike Ste 1 Alexandria, KY 41001-1454 | MapPhone: (859) 694-6999Type: Microwww.alexandriabrewingcompany.com",2018-08-20
"
						Alibi Ale Works204 E Enterprise St Incline Village, NV 89451-9456 | MapPhone: (775) 298-7001Type: Microwww.alibialeworks.com",2018-08-20
"
						Alibi Ale Works - Truckee10069 Bridge St Truckee, CA 96161-6392 | MapPhone: (530) 536-5029Type: BrewpubGreater than 25% ownership by Alibi Ale Works, which is a craft brewer.",2018-08-20
"
						Alien Brewpub6601 Uptown Blvd NE Ste B Albuquerque, NM 87110-4207 | MapPhone: (505) 884-1116Type: Brewpubwww.abqbrewpub.comGreater than 25% ownership by Sierra Blanca Brewing Co, which is a craft brewer.",2018-08-20
"
						Align Brewing Co8680 Miralani Dr San Diego, CA 92126-6300 | MapType: Microwww.facebook.com/alignbrewing",2018-08-20
"
						All City Brew Co. ,  Phone: (917) 771-9745Type: Planningwww.allcitybrewco.com",2018-08-20
"
						All Good Brewing Co. ,  Type: Planning",2018-08-20
"
						All Rise Brewing Co235 N Ashland Ave Chicago, IL 60607-1401 | MapPhone: (312) 226-6300Type: Brewpubwww.allrisebrewing.com",2018-08-20
"
						All Saints Brewing Co1602 State Route 119 Greensburg, PA 15601-7317 | MapPhone: (724) 289-1202Type: Microwww.allsaintscraftbrewing.com",2018-08-20
"
						Allagash Brewing Co50 Industrial Way Portland, ME 04103-1270 | MapPhone: (207) 878-5385Type: Regionalwww.allagash.com",2018-08-20
"
						All-American Ale Works5120 E La Palma Ave Ste 103 Anaheim, CA 92807-2082 | MapPhone: (951) 741-2771Type: Microwww.all-americanaleworks.com",2018-08-20
"
						Allegheny City Brewing507 Foreland St Pittsburgh, PA 15212-4910 | MapPhone: (412) 904-3732Type: Microwww.alleghenycitybrewing.com",2018-08-20
"
						Allegory Brewing777 NE 4th St McMinnville, OR 97128-4502 | MapPhone: (971) 373-1253Type: Microwww.allegorybrewing.com",2018-08-20
"
						Allentown Brew Works812 Hamilton St Allentown, PA 18101-2437 | MapPhone: (610) 433-7777Type: Brewpubwww.thebrewworks.comGreater than 25% ownership by Fegley's Brew Works, which is a craft brewer.",2018-08-20
"
						Alliance Brewing Company1130 Sevier Ave Knoxville, TN 37920 | MapPhone: (865) 247-5355Type: Microwww.alliancebrewing.com",2018-08-20
"
						Alligator Brewing / Tall Paul's Brewhouse10 SE 2nd Ave Gainesville, FL 32601-6232 | MapPhone: (352) 505-0990Type: Micro",2018-08-20
"
						Alloy Brewing Company2700 Coon Rapids Blvd NW Coon Rapids, MN 55433-3955 | MapPhone: 763-423-0939Type: Microwww.alloybrewingcompany.com",2018-08-20
"
						Alltech's Lexington Brewing475 Angliana Ave Lexington, KY 40508-3134 | MapPhone: (859) 255-2337Type: Regionalwww.Kentuckyale.com",2018-08-20
"
						Alluvial Brewing Company3715 W 190th St Ames, IA 50014-9316 | MapPhone: 515337118Type: Microwww.alluvialbrewing.com",2018-08-20
"
						Alma Brewing Co208 E Superior St Alma, MI 48801-1819 | MapPhone: (989) 462-0208Type: Brewpubwww.almabrewing.comGreater than 25% ownership by Mountain Town Brewing Co, which is a craft brewer.",2018-08-20
"
						Almanac Beer Company651B W Tower Ave Alameda, CA 94501-5047 | MapPhone: (415) 932-6531Type: Microalmanacbeer.com",2018-08-20
"
						Aloha Beer Co700 Queen St Honolulu, HI 96813-5110 | MapPhone: (808) 545-5959Type: Brewpubwww.alohabeer.com",2018-08-20
"
						Alosta Brewing Co692 Arrow Grand Cir Covina, CA 91722-2122 | MapPhone: (909) 455-8707Type: Microwww.alostabrewing.com",2018-08-20
"
						Alpenglow Beer Co Lafayette, CA 94549-4621Type: Contractwww.buckwildbrew.com",2018-08-20
"
						Alpha Acid Brewing Co121 Industrial Way Ste 12 Belmont, CA 94002-8208 | MapPhone: (650) 394-4728Type: Micro",2018-08-20
"
						Alpha Brewing Co.4310 Fyler Ave Saint Louis, MO 63116 | MapPhone: (314) 621-2337Type: Microwww.alphabrewingcompany.com",2018-08-20
"
						Alphabet City Brewing Co96 Avenue C Frnt 4 New York, NY 10009-7055 | MapPhone: (914) 356-6809Type: Contractwww.acbnyc.com",2018-08-20
"
						Alpine Beer Company6550 Mira Mesa Blvd San Diego, CA 92121-4100 | MapPhone: (619) 445-2337Type: Brewpubwww.alpinebrewing.comGreater than 25% ownership by Green Flash Brewing Co, which is a craft brewer.",2018-08-20
"
						Alpine Brewing Co821 14th Ave Oroville, WA 98844 | MapPhone: (509) 476-9662Type: Microwww.alpine-brewing.com",2018-08-20
"
						Alpine Dog Brewing Co1505 N Ogden St Denver, CO 80218-1405 | MapPhone: (303) 832-1245Type: Microwww.alpinedogbrewery.com",2018-08-20
"
						ALT Brew / Greenview Brewing LLC1808 Wright St Madison, WI 53704-2522 | MapPhone: (608) 352-3373Type: Brewpubwww.altbrew.com",2018-08-20
"
						Alta Brewing Company1983 Julian Avenue San Diego, CA 92113-1125 | MapPhone: (619) 795-7300Type: Microwww.altabrewing.com",2018-08-20
"
						Altamont Beer Works2402 Research Dr Livermore, CA 94550-3850 | MapPhone: (925) 443-2337Type: Microwww.altamontbeerworks.com",2018-08-20
"
						Alter Brewing Company2300 Wisconsin Ave Ste 213 Downers Grove, IL 60515-2234 | MapPhone: (630) 541-9558Type: Microwww.alterbrewing.com",2018-08-20
"
						Altered Code Brewing Fort Collins, CO Type: Planningwww.alteredcodebrewing.com",2018-08-20
"
						Alternation Brewing Company1539 S Broadway Denver, CO 80210-2607 | MapPhone: (303) 802-5340Type: Microwww.alternationbrewing.com",2018-08-20
"
						Alternative Medicine Brewing Company ,  Phone: (720) 207-5081Type: Planningalternativemedicine.beer",2018-08-20
"
						Altitude Brews ,  Type: Planning",2018-08-20
"
						Altitude Chophouse and Brewery320 S 2nd St Laramie, WY 82070-3612 | MapPhone: (307) 721-4031Type: Brewpubwww.altitudechophouse.com",2018-08-20
"
						Altmeyer and Lewis Brewing Company15898 N Hwy 123 San Marcos, TX 78666-2418 | MapPhone: (512) 667-9537Type: Microwww.altmeyerlewisbrewing.com",2018-08-20
"
						Altruist Brewing Company559 Main St Unit 105 Sturbridge, MA 01518-1208 | MapPhone: (774) 241-8022Type: Brewpubwww.altruistbrewing.com",2018-08-20
"
						Altstadt Brewery6120 E US Highway 290 Fredericksburg, TX 78624-2176 | MapPhone: (830) 304-2337Type: Microwww.altstadtbeer.com",2018-08-20
"
						Alvarado Street Brewery1315 Dayton St Ste E Salinas, CA 93901-4400 | MapType: MicroGreater than 25% ownership by Alvarado Street Brewery & Grill, which is a craft brewer.",2018-08-20
"
						Alvarado Street Brewery & Grill426 Alvarado St Monterey, CA 93940-2711 | MapPhone: (831) 655-2337Type: Brewpub",2018-08-20
"
						Alvarium Beer Company365 John Downey Dr Ste BNew Britain, CT 06051-2922 | MapPhone: (860) 357-2039Type: Microwww.alvariumbeer.com",2018-08-20
"
						Amador Brewing Company9659 Main St Plymouth, CA 95669-9570 | MapPhone: (209) 507-1900Type: Microwww.amadorbrewing.com",2018-08-20
"
						Amalgam Brewing6381 Beach St Unit A Denver, CO 80221-2036 | MapType: Proprietorwww.amalgambrewing.com",2018-08-20
"
						Ambacht Brewing1060 NE 25th Ave Ste B Hillsboro, OR 97124-4903 | MapPhone: (503) 828-1400Type: Microwww.ambacht.us",2018-08-20
"
						Amber Lantern Brewing Company44 N Main St Warsaw, NY 14569-1326 | MapPhone: (585) 786-3559Type: Brewpubwww.amberlanternbrewingcompany.com",2018-08-20
"
						Ambitious Ales Long Beach, CA 90807-2907Phone: (714) 296-2550Type: Planningwww.ambitiousales.com",2018-08-20
