"name","brewery_type","address","address2","phone","website","pull_date","city","state","state_full","HD01_S023","HD02_S023"
"7 Devils Brewing Co","Brewpub","247 S 2nd St","Coos Bay, OR 97420-1642","(541) 808-3738","www.7devilsbrewery.com","2018-09-12","Coos Bay","OR","Oregon",2806429,73.3
"7 Hermits Brewing Company","Brewpub","PO Box 3186","Eagle, CO 81631-3186","(970) 471-4979","www.7hermitsbrewing.com","2018-09-12","Eagle","CO","Colorado",3595067,71.5
"7 Hills Brewing Co","Brewpub","115 S 15th St Ste 100","Richmond, VA 23219-4254","(804) 716-8333","NA","2018-09-12","Richmond","VA","Virginia",5799894,72.5
"7 Hills Brewing Company","Brewpub","1085 Washington St","Dubuque, IA 52001-4932","(563) 587-8306","www.7hillsbrew.com","2018-09-12","Dubuque","IA","Iowa",2178618,71.5
"7 Locks Brewing","Micro","12227 Wilkins Ave","Rockville, MD 20852-1833","(301) 841-7123","www.7locksbrewing.com","2018-09-12","Rockville","MD","Maryland",4175913,72.3
"7 Mile Brewery","Micro","3156 Route 9 South Ste 1-2","Rio Grande, NJ 08242","(609) 365-7777","www.7milebrew.com","2018-09-12","Rio Grande","NJ","New Jersey",6391930,72.7
"7 Pour 0 Brewery","Micro","3168 Melody Ln","Portsmouth, OH 45662","(740) 352-2223","www.7pour0brewery.com","2018-09-12","Portsmouth","OH","Ohio",8305392,72
"7 Seas Brewing Co","Micro","2101 Jefferson Ave","Tacoma, WA 98402-1519","(253) 572-7771","www.7seasbrewing.com","2018-09-12","Tacoma","WA","Washington",4860559,72.3
"7 Sins Brewery","Micro","10593 W Main Rd","Ripley, NY 14775-9746","(716) 581-2090","www.7sinsbrewery.com","2018-09-12","Ripley","NY","New York",14187508,73.2
"7 Sisters Brewing Co","Brewpub","181 Tank Farm Rd Ste 110","San Luis Obispo, CA 93401-7082","(805) 868-7133","www.7sistersbrewing.com","2018-09-12","San Luis Obispo","CA","California",26228272,70.4
"718BrewCafe, LLP","Brewpub","718 Market St","Metropolis, IL 62960-1634","(618) 524-7180","www.718BrewCafe.com","2018-09-12","Metropolis","IL","Illinois",9154497,71.3
"734 Brewing Company","Micro","15 E Cross St","Ypsilanti, MI 48198","(734) 649-6453","NA","2018-09-12","Ypsilanti","MI","Michigan",7085405,71.7
"7th Settlement Brewery","Brewpub","47 Washington St","Dover, NH 03820-3877","(603) 373-1001","www.7thsettlement.com","2018-09-12","Dover","NH","New Hampshire",972077,73.8
"7th Wave Brewing","Micro","120 N Meadows Rd Ste 8","Medfield, MA 02052-1594","(617) 645-3397","www.7thwavebrewing.com","2018-09-12","Medfield","MA","Massachusetts",4825238,73.7
"7venth Sun Brewery","Micro","1012 Broadway","Dunedin, FL 34698-5762","(727) 733-3013","www.7venthsun.com","2018-09-12","Dunedin","FL","Florida",14030290,74.6
"7venth Sun Tampa","Micro","6809 N Nebraska Ave","Tampa, FL 33604-5660","(813) 231-5900","NA","2018-09-12","Tampa","FL","Florida",14030290,74.6
"8 Bit Brewing Company","Brewpub","26755 Jefferson Ave Ste F","Murrieta, CA 92562-6941","(951) 677-2322","www.8bitbrewerycompany.com","2018-09-12","Murrieta","CA","California",26228272,70.4
"81Bay Brewing Company","Micro","4465 W Gandy Blvd Ste 600","Tampa, FL 33611-3379","(813) 372-2739","81baybrewco.com","2018-09-12","Tampa","FL","Florida",14030290,74.6
"841 Brewhouse","Brewpub","841 E Milwaukee St","Whitewater, WI 53190-2126","(262) 473-8000","NA","2018-09-12","Whitewater","WI","Wisconsin",4104027,72.2
"8-Bit Aleworks","Micro","1050 N Fairway Dr Bldg F Ste 10","Avondale, AZ 85323-5206","(623) 925-1650","www.8-bitaleworks.com","2018-09-12","Avondale","AZ","Arizona",4478620,70.1
"8one8 Brewing Company","Micro","8951 de Soto Ave","Canoga Park, CA 91304-5901","(818) 835-2286","www.818brewing.com","2018-09-12","Canoga Park","CA","California",26228272,70.4
"8th Street Ale Haus","Brewpub","1132 N 8th St","Sheboygan, WI 53081-3402","(920) 208-7540","www.sheboyganalehaus.com","2018-09-12","Sheboygan","WI","Wisconsin",4104027,72.2
"8th Ward Brewing Company","Planning","","Poughkeepsie, NY 12603-3401","NA","NA","2018-09-12","Poughkeepsie","NY","New York",14187508,73.2
"8th Wonder Brewery","Micro","2202 Dallas St","Houston, TX 77003-3519","(713) 397-0072","www.8thwonderbrew.com","2018-09-12","Houston","TX","Texas",17154807,68.2
"903 Brewers","Micro","1718 S Elm St","Sherman, TX 75090-8725","(214) 243-8090","www.903brewers.com","2018-09-12","Sherman","TX","Texas",17154807,68.2
"927 Beer Company","Micro","821 Cornwall St","Cambria, CA 93428-2434","(805) 203-5265","www.cambriabeerco.com","2018-09-12","Cambria","CA","California",26228272,70.4
"940 South 3rd Street, LLC","Planning","",NA,"(502) 896-8459","robbrshrader@bellsouth.net","2018-09-12",NA,NA,NA,NA,NA
"95ate5 Brewpub","Brewpub","9585 N Industrial Dr","Saint John, IN 46373","(219) 365-6506","www.95ate5.com","2018-09-12","Saint John","IN","Indiana",4578226,70.6
"9th Hour Brewing Company LLC","Planning","","Spring Grove, IL 60081-9459","NA","NA","2018-09-12","Spring Grove","IL","Illinois",9154497,71.3
"A Few Old Goats Brewing","Micro","515 8th St SW Ste 228","Roanoke, VA 24016","(540) 339-9562","NA","2018-09-12","Roanoke","VA","Virginia",5799894,72.5
"A Homestead Brew","Micro","26685 486th Ave","Valley Springs, SD 57068","(605) 553-5015","www.ahomesteadbrew.com","2018-09-12","Valley Springs","SD","South Dakota",575533,70.7
"A Little Madness Brewing Company","Planning","","Pensacola, FL 32514-8122","NA","www.ALittleMadnessBrewingCompany.com","2018-09-12","Pensacola","FL","Florida",14030290,74.6
"Aardwolf Brewing Company","Micro","1461 Hendricks Ave","Jacksonville, FL 32207-8622","(904) 301-0755","www.aardwolfbrewing.com","2018-09-12","Jacksonville","FL","Florida",14030290,74.6
"Abandon Brewing","Micro","2994 Merritt Hill Rd","Penn Yan, NY 14527-8938","(585) 209-3276","www.abandonbrewing.com","2018-09-12","Penn Yan","NY","New York",14187508,73.2
"Abandoned Building Brewery","Micro","142 Pleasant St Unit 103A","Easthampton, MA 01027-2805","(413) 282-7062","www.abandonedbuildingbrewery.com","2018-09-12","Easthampton","MA","Massachusetts",4825238,73.7
"Abbey Brewing Co","Contract","1115 16th St","Miami Beach, FL 33139-2441","(305) 538-8110","NA","2018-09-12","Miami Beach","FL","Florida",14030290,74.6
"Abbey Brewing Company, LLC","Micro","215 W. Alicante Rd","Santa Fe, NM 87505","(505) 670-6802","www.abbeybrewing.biz","2018-09-12","Santa Fe","NM","New Mexico",1449403,70.4
"Aberrant Ales","Brewpub","219 W Grand River Ave","Howell, MI 48843","(517) 518-8699","www.aberrantales.com","2018-09-12","Howell","MI","Michigan",7085405,71.7
"Abide Brewing Company","Micro","110 Werz Industrial Blvd Ste 130","Newnan, GA 30263-5802","(678) 972-6747","www.abidebrewing.com","2018-09-12","Newnan","GA","Georgia",6762553,69.8
"Abigaile","Brewpub","1301 Manhattan Ave","Hermosa Beach, CA 90254-3666","(310) 798-8227","abigailrestaurant.com","2018-09-12","Hermosa Beach","CA","California",26228272,70.4
"Abita Brewing Co","Regional","166 Barbee Rd","Covington, LA 70433-8651","(985) 893-3143","www.abita.com","2018-09-12","Covington","LA","Louisiana",3210884,70.8
"Abjuration Brewing","Micro","644 Broadway Ave","Mc Kees Rocks, PA 15136-3008","(412) 766-1668","www.abjurationbrewing.com","2018-09-12","Mc Kees Rocks","PA","Pennsylvania",9331047,73.5
"Able Baker Brewing","Micro","1051 Mary Crest Rd #K","Henderson, NV 89104","(702) 581-7742","www.ablebakerbrewing.com","2018-09-12","Henderson","NV","Nevada",1928669,71.4
"Able Ebenezer Brewing Company","Micro","31 Columbia Cir","Merrimack, NH 03054-4161","(844) 223-2253","www.ableebenezer.com","2018-09-12","Merrimack","NH","New Hampshire",972077,73.8
"Able Seedhouse and Brewery","Micro","1121 Quincy St NE","Minneapolis, MN 55413-2773","(612) 405-4642","www.ablebeer.com","2018-09-12","Minneapolis","MN","Minnesota",3799982,71.6
"Abner's Restaurant Inc / Northern Michigan Beer","Brewpub","7528 N Woodbridge (M37)","Brohman, MI 49312","(231) 689-2295","NA","2018-09-12","Brohman","MI","Michigan",7085405,71.7
"Abnormal Beer Company","Micro","16990 Via Tazon Ste 123","San Diego, CA 92127-1649","(858) 618-2463","abnormalbeer.co","2018-09-12","San Diego","CA","California",26228272,70.4
"Abolitionist Ale Works","Brewpub","129 W Washington St","Charles Town, WV 25414-1529","(681) 252-1548","www.abolitionistaleworks.com","2018-09-12","Charles Town","WV","West Virginia",1387908,74.9
"Abridged Beer Company","Brewpub","100 Lockett Rd","Knoxville, TN 37919-4807","(865) 898-9438","www.abridgedbeer.com","2018-09-12","Knoxville","TN","Tennessee",4580604,72.2
"Absolution Brewing Co","Micro","2878 Columbia St","Torrance, CA 90503-3808","(310) 490-4860","www.absolutionbrewingcompany.com","2018-09-12","Torrance","CA","California",26228272,70.4
"Absolution By the Sea","Brewpub","7536 Fay Ave","La Jolla, CA 92037-4839","(619) 202-4152","NA","2018-09-12","La Jolla","CA","California",26228272,70.4
"Accidental Brewing","Planning","",NA,"(507) 993-6444","NA","2018-09-12",NA,NA,NA,NA,NA
"Accomplice Beer Company","Brewpub","115 W 15th St","Cheyenne, WY 82001-4564","(307) 632-2337","www.accomplicebeer.com","2018-09-12","Cheyenne","WY","Wyoming",403736,71.6
"Acidulous Brewing Company","Contract","6712 S Independence St","Littleton, CO 80128-4046","(303) 995-2895","NA","2018-09-12","Littleton","CO","Colorado",3595067,71.5
"Acopon Brewing Co","Micro","211 W Mercer St","Dripping Springs, TX 78620-5363","(512) 829-4723","www.acoponbrewing.com","2018-09-12","Dripping Springs","TX","Texas",17154807,68.2
"Acoustic Ales Brewing Experiment","Planning","","San Diego, CA 92110-2006","(619) 299-2537","www.acousticales.com","2018-09-12","San Diego","CA","California",26228272,70.4
"Actual Brewing Company, LLC","Micro","655 N James Rd","Columbus, OH 43219-1837","(614) 636-3825","wwww.actualbeer.com","2018-09-12","Columbus","OH","Ohio",8305392,72
"Adam's Northwest Bistro / Twin Rivers Brewing","Brewpub","104 N Lewis St","Monroe, WA 98272-1502","(360) 794-4056","www.adamsnwbistro.com","2018-09-12","Monroe","WA","Washington",4860559,72.3
"Adams Street Brewery","Planning","","Chicago, IL 60603-5502","(312) 617-6283","www.adamsstreetbrewery.com","2018-09-12","Chicago","IL","Illinois",9154497,71.3
"Adelbert's Brewery LLC","Micro","2314 Rutland Dr Ste 100","Austin, TX 78758-5273","(512) 662-1462","www.adelbertsbeer.com","2018-09-12","Austin","TX","Texas",17154807,68.2
"Adirondack Pub and Brewery","Micro","33 Canada St","Lake George, NY 12845-1603","(518) 668-0002","www.adkpub.com","2018-09-12","Lake George","NY","New York",14187508,73.2
"Adirondack Toboggan Company Microbrewery","Micro","202A W Main St","Gouverneur, NY 13642-1334","(315) 771-6313","www.adktoboggan.net","2018-09-12","Gouverneur","NY","New York",14187508,73.2
"AdMerk Corp. Inc.","Contract","20 F St NW","Washington, DC 20001-6700","(617) 202-8069","www.paugustin.com","2018-09-12","Washington","DC","District of Columbia",465487,77.4
"Adobe Creek Brewing Company","Micro","67 Galli Dr Ste E","Novato, CA 94949-5718","(415) 506-4565","www.adobecreekbrewing.com","2018-09-12","Novato","CA","California",26228272,70.4
"Adroit Theory Brewing Company","Micro","404 Browning Ct Unit C","Purcellville, VA 20132-6171","(703) 434-0553","www.adroit-theory.com","2018-09-12","Purcellville","VA","Virginia",5799894,72.5
"Adventure Brewing Co","Micro","33 Perchwood Dr Ste 101","Fredericksburg, VA 22405-4552","(540) 242-8876","www.adventurebrewing.com","2018-09-12","Fredericksburg","VA","Virginia",5799894,72.5
"Adventure South","Brewpub","3300 Dill Smith Dr","Fredericksburg, VA 22408-7319","(540) 371-7799","www.adventurebrewing.com","2018-09-12","Fredericksburg","VA","Virginia",5799894,72.5
"Adventurous Brewing","Micro","2338 Oak St","Bettendorf, IA 52722","(309) 631-7709","NA","2018-09-12","Bettendorf","IA","Iowa",2178618,71.5
"Aero Craft Brewing","Planning","","Denver, CO 80212-2199","(303) 918-5446","www.aerocraft.beer","2018-09-12","Denver","CO","Colorado",3595067,71.5
"Aero Plains Brewing","Micro","117 N Handley St","Wichita, KS 67203-6114","(316) 448-2811","www.aeroplainsbrewing.com","2018-09-12","Wichita","KS","Kansas",1999716,70.1
"Aeronaut Brewing Company","Micro","14 Tyler St","Somerville, MA 02143-3224","(617) 987-4236","www.aeronautbrewing.com","2018-09-12","Somerville","MA","Massachusetts",4825238,73.7
"Aftershock Brewing Co","Micro","28822 Old Town Front St Ste 107","Temecula, CA 92590-2893","(951) 972-2256","www.aftershockbrewingco.com","2018-09-12","Temecula","CA","California",26228272,70.4
"Afterthought Brewing Company","Micro","844 N Ridge Ave","Lombard, IL 60148-1215","(630) 301-1615","afterthoughtbrewing.com","2018-09-12","Lombard","IL","Illinois",9154497,71.3
"Against the Grain Brewery","Micro","401 E Main St","Louisville, KY 40202-1110","(502) 515-0174","atgbrewery.com","2018-09-12","Louisville","KY","Kentucky",3131895,72.2
"Against the Grain Production Facility","Micro","1800 Northwestern Pkwy","Louisville, KY 40203","NA","NA","2018-09-12","Louisville","KY","Kentucky",3131895,72.2
"Agile Brewing","Planning","",NA,"(225) 772-0197","www.agile.beer","2018-09-12",NA,NA,NA,NA,NA
"Agonic Brewing Company LLC","Planning","","Rice Lake, WI 54868-8786","(715) 308-9283","www.agonicbrewing.com","2018-09-12","Rice Lake","WI","Wisconsin",4104027,72.2
"Agrarian Ales, LLC","Micro","31115 W Crossroads Ln","Eugene, OR 97408-9220","(541) 632-3803","www.agales.com","2018-09-12","Eugene","OR","Oregon",2806429,73.3
"Ahnapee Brewery","Micro","N9153 Cherry Tree Rd Apt 4","Algoma, WI 54201-9501","(920) 217-8527","www.ahnapeebrewery.com","2018-09-12","Algoma","WI","Wisconsin",4104027,72.2
"Aigean Ales","Micro","250 Commercial St Ste 2001","Manchester, NH 03101-1165","(603) 518-8550","NA","2018-09-12","Manchester","NH","New Hampshire",972077,73.8
"Aiken Brewing Co","Brewpub","140 Laurens St SW","Aiken, SC 29801-3848","(803) 502-0707","www.aikenbrewingcompany.com","2018-09-12","Aiken","SC","South Carolina",3327093,71.9
"Airline Brewing Company","Micro","22 Mill Ln","Amherst, ME 04428","(207) 584-2337","www.abcmaine.beer","2018-09-12","Amherst","ME","Maine",999994,75.3
"Airways Brewing Co","Micro","8611 S 212th St","Kent, WA 98031-1910","(253) 200-1707","www.airwaysbrewing.com","2018-09-12","Kent","WA","Washington",4860559,72.3
"Aistear Brewing","Planning","","Bowling Green, OH 43402","(419) 606-3478","https://facebook.com/aistearbrewing/","2018-09-12","Bowling Green","OH","Ohio",8305392,72
"Akademia Brewing Company","Brewpub","150 Crane Dr","Athens, GA 30606-0600","(706) 461-3208","www.AkademiaBC.com","2018-09-12","Athens","GA","Georgia",6762553,69.8
"Akasha Brewing Company","Micro","909 E Market St Ste 700","Louisville, KY 40206-1688","(502) 742-7770","www.akashabrewing.com","2018-09-12","Louisville","KY","Kentucky",3131895,72.2
"Akronym Brewing LLC","Micro","58 E Market St","Akron, OH 4430","(330) 620-8274","www.akronymbrewing.com","2018-09-12","Akron","OH","Ohio",8305392,72
"Akwesasne Mohawk Casino Resort","Planning","","Akwesasne, NY 13655-1800","(518) 358-2222","mohawkcasino.com","2018-09-12","Akwesasne","NY","New York",14187508,73.2
"Alafia Brewing Company, LLC","Planning","",NA,"(813) 468-0534","NA","2018-09-12",NA,NA,NA,NA,NA
"Alameda Brewing Co","Micro","4765 NE Fremont St","Portland, OR 97213-1724","(503) 460-9025","www.alamedabrewing.com","2018-09-12","Portland","OR","Oregon",2806429,73.3
"Alameda Brewing Co","Micro","4736 SE 24th Ave","Portland, OR 97202-4787","(503) 460-9025","NA","2018-09-12","Portland","OR","Oregon",2806429,73.3
"Alameda Island Brewing Company","Micro","1716 Park St","Alameda, CA 94501-1416","(510) 217–8885","www.alamedaislandbrewingcompany.com","2018-09-12","Alameda","CA","California",26228272,70.4
"Alamo Beer Co","Micro","415 Burnet St","San Antonio, TX 78202-1909","(210) 872-5589","www.alamobeer.com","2018-09-12","San Antonio","TX","Texas",17154807,68.2
"Alarmist Brewing Co","Micro","4055 W Peterson Ave Ste REAR","Chicago, IL 60646-6072","(773) 988-2536","alarmistbrewing.com","2018-09-12","Chicago","IL","Illinois",9154497,71.3
"Alaro Craft Brewery","Brewpub","2004 Capitol Ave","Sacramento, CA 95811","(916) 436-7711","www.alarobrewing.com","2018-09-12","Sacramento","CA","California",26228272,70.4
"Alaskan Brewing Co.","Regional","5429 Shaune Dr","Juneau, AK 99801-9540","(907) 780-5866","www.alaskanbeer.com","2018-09-12","Juneau","AK","Alaska",491763,69.2
"Albia Brewing Co","Brewpub","11 Benton Ave E","Albia, IA 52531-2032","(641) 932-4085","www.albiabrewingcompany.blogspot.com","2018-09-12","Albia","IA","Iowa",2178618,71.5
"Albion Malleable Brewing Company","Brewpub","420 S Superior St","Albion, MI 49224","(517) 343-2202","www.albionmalleable.com","2018-09-12","Albion","MI","Michigan",7085405,71.7
"Albright Grove Brewing Company","Planning","","Townsend, TN 37882","(865) 604-9898","NA","2018-09-12","Townsend","TN","Tennessee",4580604,72.2
"Alcatraz Brewing","Micro","20 Ocean Vista Ln","Palm Coast, FL 32137-2743","(386) 627-8909","www.alcatraz.beer","2018-09-12","Palm Coast","FL","Florida",14030290,74.6
"Alcazar Brewery, LLC.","Planning","","Rio Grande City, TX 78582-4450","NA","NA","2018-09-12","Rio Grande City","TX","Texas",17154807,68.2
"Alchemist Cannery","Regional","35 Crossroad","Waterbury, VT 05676-9003","(802) 244-7744","www.alchemistbeer.com","2018-09-12","Waterbury","VT","Vermont",465053,74.3
"Aldus Brewing Company","Micro","555 Centennial Ave","Hanover, PA 17331-3936","(717) 634-2407","www.aldusbrewing.com","2018-09-12","Hanover","PA","Pennsylvania",9331047,73.5
"Ale Asylum","Regional","2002 Pankratz St","Madison, WI 53704-4024","(608) 663-3926","www.aleasylum.com","2018-09-12","Madison","WI","Wisconsin",4104027,72.2
"Ale House Brewing Co","Micro","","San Jose, CA 95118-1605","(408) 390-7574","NA","2018-09-12","San Jose","CA","California",26228272,70.4
"Ale Industries","Micro","3096 E 10th St","Oakland, CA 94601-2960","(925) 470-5280","www.aleindustries.com","2018-09-12","Oakland","CA","California",26228272,70.4
"Ale Republic","Micro","28 Arroyo Seco","Cedar Crest, NM 87008","(505) 281-2828","www.alerepublic.com","2018-09-12","Cedar Crest","NM","New Mexico",1449403,70.4
"Ale Spike","Micro","9300 271st St NW, Ste B-5","Stanwood, WA 98292","NA","www.alespike.com","2018-09-12","Stanwood","WA","Washington",4860559,72.3
"Aleman Brewing","Micro","3304 N Knox Ave","Chicago, IL 60641-4434","(812) 340-4198","www.alemanchicago.com","2018-09-12","Chicago","IL","Illinois",9154497,71.3
"Alematic Artisan Ales","Planning","","Huber Heights, OH 45424-3857","(937) 612-2337","www.alematicbrewing.com","2018-09-12","Huber Heights","OH","Ohio",8305392,72
"Alesatian Brewing Co.","Brewpub","21 N Loudoun St","Winchester, VA 22601-4715","(540) 667-2743","www.alesatianbrewing.com","2018-09-12","Winchester","VA","Virginia",5799894,72.5
"AleSmith Brewing Co","Regional","9990 Alesmith Ct","San Diego, CA 92126-4200","(858) 549-9888","www.alesmith.com","2018-09-12","San Diego","CA","California",26228272,70.4
